serialnumber,CruiseNumber,day,month,year,time,Site,STATION,latitude,longitude,CTD,Depth,Bottle1,Bottle2,Bottle3,FilteredVolume,Chlorophyll_c3,Chlorophyll_c2,Chlorophyll_c1,Chlorophyll_c-like1,sum_Chld_a,Peridinin,sum_Phbd_a,19'-Butanoyloxyfucoxanthin,Fucoxanthin,Neoxanthin,Prasinoxanthin,Violaxanthin,19'-Hexanoyloxyfucoxanthin,Diadinoxanthin,Alloxanthin,Diatoxanthin,Zeaxanthin,Lutein,Divinyl_Chlorophyll_b,Chlorophyll_b,TChlb,Bacteriochlorophyll_a,Divinyl_Chlorophyll_a,Chla,Tchla,Sum_carotene_a_+_b,Phaeophytin_a,DP,Flags,ap_measurement,APsample1,APsample2,APsample3,picoChla,nanoChla,microChla
5249,209,6,7,2019,10.55,Boussole,B2090108,43.368,7.895,1,40,8,-9,-9,2.27,0.0585,0.0766,-1.0000,-1.0000,-1.0000,0.0411,0.0165,0.0624,0.0287,0.0088,0.0082,0.0052,0.2674,0.0269,0.0050,-1.0000,0.0680,-1.0000,-1.0000,0.0511,0.0511,0.0020,-1.0000,0.6457,0.6457,0.0256,0.0162,0.5729,BCF,yes,sp2B209-55,nosample,nosample,0.1240,0.4107,0.1109
5250,209,6,7,2019,10.57,Boussole,B2090109,43.368,7.895,1,30,9,-9,-9,2.27,0.0244,0.0454,-1.0000,-1.0000,-1.0000,0.0386,-1.0000,0.0311,0.0128,0.0042,-1.0000,0.0041,0.1233,0.0255,0.0024,0.0016,0.0322,0.0020,-1.0000,0.0281,0.0281,0.0016,-1.0000,0.3551,0.3551,0.0140,0.0074,0.2976,BCF,yes,sp2B209-56,nosample,nosample,0.0670,0.2017,0.0865
5251,209,6,7,2019,10.58,Boussole,B2090110,43.368,7.895,1,30,10,-9,-9,2.27,0.0187,0.0415,-1.0000,-1.0000,-1.0000,0.0413,0.0037,0.0241,0.0105,0.0044,0.0012,0.0034,0.0953,0.0235,0.0017,0.0014,0.0254,0.0022,-1.0000,0.0265,0.0265,0.0013,-1.0000,0.3068,0.3068,0.0116,0.0080,0.2522,BCF,yes,sp2B209-57,nosample,nosample,0.0591,0.1587,0.0889
5252,209,6,7,2019,10.60,Boussole,B2090111,43.368,7.895,1,21,11,-9,-9,2.27,0.0082,0.0235,-1.0000,-1.0000,-1.0000,0.0246,-1.0000,0.0127,0.0082,0.0032,-1.0000,0.0026,0.0515,0.0247,0.0017,0.0036,0.0143,0.0023,-1.0000,0.0204,0.0204,0.0011,-1.0000,0.1930,0.1930,0.0087,0.0062,0.1500,BCF,yes,sp2B209-58,nosample,nosample,0.0424,0.0912,0.0594
5253,209,6,7,2019,10.62,Boussole,B2090112,43.368,7.895,1,10,12,-9,-9,2.27,0.0034,0.0143,-1.0000,-1.0000,-1.0000,0.0116,-1.0000,0.0079,0.0053,0.0013,-1.0000,0.0014,0.0340,0.0252,0.0017,0.0051,0.0104,0.0011,-1.0000,0.0094,0.0094,0.0009,-1.0000,0.1224,0.1224,0.0059,0.0041,0.0893,BCF,yes,sp2B209-59,nosample,nosample,0.0253,0.0643,0.0328
5254,209,6,7,2019,13.78,Boussole,B2090212,43.368,7.895,2,5,9,-9,-9,2.27,0.0026,0.0119,-1.0000,-1.0000,-1.0000,0.0145,-1.0000,0.0051,0.0043,0.0009,-1.0000,0.0008,0.0224,0.0219,0.0006,0.0068,0.0150,-1.0000,-1.0000,0.0061,0.0061,-1.0000,-1.0000,0.1013,0.1013,0.0049,0.0047,0.0762,BCF,yes,sp2B209-60,nosample,nosample,0.0253,0.0407,0.0352
5255,210,23,7,2019,13.32,Boussole,B2100101,43.368,7.895,1,403,1,-9,-9,2.27,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0009,0.0009,-1.0000,-1.0000,0.0000,BCF,yes,sp2B210-62,nosample,nosample,0.0000,0.0000,0.0000
5256,210,23,7,2019,13.40,Boussole,B2100102,43.368,7.895,1,201,2,-9,-9,2.27,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0018,0.0018,-1.0000,-1.0000,0.0000,BCF,yes,sp2B210-63,nosample,nosample,0.0000,0.0000,0.0000
5257,210,23,7,2019,13.43,Boussole,B2100103,43.368,7.895,1,151,3,-9,-9,2.27,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0006,-1.0000,-1.0000,-1.0000,0.0004,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0024,0.0024,-1.0000,-1.0000,0.0014,BCF,yes,sp2B210-64,nosample,nosample,0.0000,0.0009,0.0015
5258,210,23,7,2019,13.47,Boussole,B2100104,43.368,7.895,1,78,4,-9,-9,2.27,0.0178,0.0109,-1.0000,-1.0000,-1.0000,0.0031,0.0039,0.0207,0.0225,0.0012,0.0015,0.0004,0.0274,0.0031,0.0005,-1.0000,0.0015,-1.0000,-1.0000,0.0082,0.0082,-1.0000,-1.0000,0.0977,0.0977,0.0027,0.0026,0.0879,BCF,yes,sp2B210-65,nosample,nosample,0.0106,0.0470,0.0401
5259,210,23,7,2019,13.50,Boussole,B2100105,43.368,7.895,1,69,5,-9,-9,2.27,0.0461,0.0302,-1.0000,-1.0000,-1.0000,0.0088,0.0116,0.0471,0.0595,0.0053,0.0059,0.0021,0.0700,0.0082,0.0020,-1.0000,0.0056,0.0014,0.0067,0.0309,0.0376,-1.0000,0.0067,0.2654,0.2654,0.0099,0.0088,0.2456,BCF,yes,sp2B210-66,nosample,nosample,0.0463,0.1151,0.1041
5260,210,23,7,2019,13.52,Boussole,B2100106,43.368,7.895,1,60,6,-9,-9,2.27,0.0744,0.0591,-1.0000,-1.0000,-1.0000,0.0266,0.0282,0.0580,0.0739,0.0132,0.0123,0.0036,0.1683,0.0146,0.0063,-1.0000,0.0246,0.0042,0.0633,0.0835,0.1468,0.0005,0.0633,0.4909,0.5572,0.0338,0.0158,0.5490,BCF,yes,sp2B210-67,nosample,nosample,0.1719,0.2413,0.1439
5261,210,23,7,2019,13.52,Boussole,B2100107,43.368,7.895,1,49,7,-9,-9,2.27,0.1158,0.0975,-1.0000,-1.0000,-1.0000,0.0365,0.0269,0.0785,0.0634,0.0178,0.0187,0.0065,0.3676,0.0259,0.0089,-1.0000,0.0553,0.0052,0.0708,0.1152,0.1859,0.0012,0.0708,0.7683,0.8768,0.0532,0.0257,0.8759,BCF,yes,sp2B210-68,nosample,nosample,0.2356,0.5002,0.1410
5262,210,23,7,2019,13.53,Boussole,B2100108,43.368,7.895,1,40,8,-9,-9,2.27,0.1231,0.1049,-1.0000,-1.0000,-1.0000,0.0384,0.0205,0.0826,0.0426,0.0113,0.0099,0.0063,0.3796,0.0295,0.0057,-1.0000,0.0817,-1.0000,0.0269,0.1223,0.1492,0.0027,0.0269,0.7599,0.8446,0.0424,0.0238,0.8495,BCF,yes,sp2B210-74,nosample,nosample,0.2197,0.5114,0.1135
5263,210,23,7,2019,13.55,Boussole,B2100109,43.368,7.895,1,30,9,-9,-9,2.27,0.0314,0.0429,-1.0000,-1.0000,-1.0000,0.0204,0.0042,0.0345,0.0177,0.0051,0.0009,0.0039,0.1329,0.0223,0.0025,-1.0000,0.0350,0.0031,-1.0000,0.0413,0.0413,0.0017,-1.0000,0.3300,0.3430,0.0145,0.0130,0.3078,BCF,yes,sp2B210-75,nosample,nosample,0.0800,0.2032,0.0598
5264,210,23,7,2019,13.57,Boussole,B2100110,43.368,7.895,1,20,10,-9,-9,2.27,0.0127,0.0208,-1.0000,-1.0000,-1.0000,0.0080,-1.0000,0.0161,0.0095,0.0040,-1.0000,0.0035,0.0685,0.0186,0.0019,0.0021,0.0227,0.0048,-1.0000,0.0352,0.0352,0.0011,-1.0000,0.1987,0.2049,0.0101,0.0081,0.1735,BCF,yes,sp2B210-76,nosample,nosample,0.0650,0.1107,0.0292
5265,210,23,7,2019,13.57,Boussole,B2100111,43.368,7.895,1,9,11,-9,-9,2.27,0.0079,0.0140,-1.0000,-1.0000,-1.0000,0.0052,-1.0000,0.0116,0.0077,0.0023,-1.0000,0.0025,0.0464,0.0155,0.0013,0.0026,0.0205,0.0023,-1.0000,0.0198,0.0198,0.0007,-1.0000,0.1430,0.1468,0.0075,0.0032,0.1197,BCF,yes,sp2B210-77,nosample,nosample,0.0462,0.0783,0.0224
5266,210,23,7,2019,13.58,Boussole,B2100112,43.368,7.895,1,5,12,-9,-9,2.27,0.0046,0.0093,-1.0000,-1.0000,-1.0000,0.0048,-1.0000,0.0083,0.0065,0.0016,-1.0000,0.0021,0.0306,0.0149,0.0010,0.0028,0.0231,-1.0000,-1.0000,0.0114,0.0114,0.0007,-1.0000,0.1108,0.1108,0.0065,0.0032,0.0898,BCF,yes,sp2B210-78,nosample,nosample,0.0388,0.0524,0.0197
5267,210,24,7,2019,10.97,Boussole,B2100201,43.368,7.895,2,402,1,-9,-9,2.27,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0005,0.0005,-1.0000,-1.0000,0.0000,BCF,yes,sp2B210-80,nosample,nosample,0.0000,0.0000,0.0000
5268,210,24,7,2019,11.10,Boussole,B2100202,43.368,7.895,2,201,2,-9,-9,2.27,-1.0000,0.0005,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0005,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0017,0.0017,-1.0000,-1.0000,0.0008,BCF,yes,sp2B210-81,nosample,nosample,0.0000,0.0000,0.0017
5269,210,24,7,2019,11.18,Boussole,B2100203,43.368,7.895,2,150,3,-9,-9,2.27,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0005,0.0006,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0025,0.0025,-1.0000,-1.0000,0.0011,BCF,yes,sp2B210-82,nosample,nosample,0.0000,0.0004,0.0021
5270,210,24,7,2019,11.23,Boussole,B2100204,43.368,7.895,2,80,4,-9,-9,2.27,0.0353,0.0226,-1.0000,-1.0000,-1.0000,0.0073,0.0083,0.0433,0.0385,0.0033,0.0032,0.0011,0.0442,0.0058,0.0008,-1.0000,0.0035,0.0005,-1.0000,0.0220,0.0220,-1.0000,-1.0000,0.1836,0.1836,0.0058,0.0072,0.1615,BCF,yes,sp2B210-83,nosample,nosample,0.0287,0.0816,0.0734
5271,210,24,7,2019,11.27,Boussole,B2100205,43.368,7.895,2,70,5,-9,-9,2.27,0.0586,0.0404,-1.0000,-1.0000,-1.0000,0.0151,0.0190,0.0590,0.0611,0.0080,0.0073,0.0028,0.0856,0.0103,0.0030,-1.0000,0.0095,0.0018,0.0235,0.0631,0.0866,0.0005,0.0235,0.3265,0.3487,0.0164,0.0108,0.3342,BCF,yes,sp2B210-84,nosample,nosample,0.0998,0.1368,0.1120
5272,210,24,7,2019,11.28,Boussole,B2100206,43.368,7.895,2,60,6,-9,-9,2.27,0.0992,0.0805,-1.0000,-1.0000,-1.0000,0.0353,0.0276,0.0688,0.0638,0.0177,0.0130,0.0053,0.2489,0.0203,0.0103,-1.0000,0.0280,0.0052,0.0597,0.1209,0.1806,0.0005,0.0597,0.5968,0.6633,0.0356,0.0184,0.6926,BCF,yes,sp2B210-85,nosample,nosample,0.1978,0.3318,0.1338
5273,210,24,7,2019,11.30,Boussole,B2100207,43.368,7.895,2,50,7,-9,-9,2.27,0.0887,0.0843,-1.0000,-1.0000,-1.0000,0.0374,0.0278,0.0781,0.0355,0.0100,0.0065,0.0060,0.2914,0.0274,0.0060,-1.0000,0.0644,0.0038,-1.0000,0.0904,0.0904,0.0028,-1.0000,0.6383,0.6852,0.0329,0.0186,0.6505,BCF,yes,sp2B210-86,nosample,nosample,0.1545,0.4223,0.1083
5274,210,24,7,2019,11.43,Boussole,B2100211,43.368,7.895,2,10,11,-9,-9,2.27,0.0038,0.0090,-1.0000,-1.0000,-1.0000,0.0040,-1.0000,0.0068,0.0050,0.0009,-1.0000,0.0016,0.0263,0.0156,0.0028,0.0035,0.0274,-1.0000,-1.0000,0.0064,0.0064,0.0006,-1.0000,0.1098,0.1098,0.0065,0.0025,0.0801,BCF,yes,sp2B210-90,nosample,nosample,0.0412,0.0513,0.0173
5275,210,24,7,2019,11.47,Boussole,B2100212,43.368,7.895,2,5,12,-9,-9,2.27,0.0026,0.0064,-1.0000,-1.0000,-1.0000,0.0039,-1.0000,0.0056,0.0047,-1.0000,-1.0000,0.0015,0.0205,0.0161,0.0014,0.0035,0.0327,-1.0000,-1.0000,0.0042,0.0042,0.0007,-1.0000,0.0895,0.0895,0.0066,0.0033,0.0734,BCF,yes,sp2B210-91,nosample,nosample,0.0396,0.0353,0.0147
5276,211,20,8,2019,9.75,Boussole,B2110101,43.368,7.895,1,402,1,-9,-9,2.27,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0005,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0006,0.0006,-1.0000,-1.0000,0.0006,BCF,yes,sp2B211-93,nosample,nosample,0.0000,0.0006,0.0000
5277,211,20,8,2019,9.83,Boussole,B2110102,43.368,7.895,1,200,2,-9,-9,2.27,-1.0000,0.0003,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0004,0.0004,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0014,0.0014,-1.0000,-1.0000,0.0007,BCF,yes,sp2B211-94,nosample,nosample,0.0000,0.0003,0.0012
5278,211,20,8,2019,9.88,Boussole,B2110103,43.368,7.895,1,151,3,-9,-9,2.27,-1.0000,0.0012,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0006,0.0007,-1.0000,-1.0000,-1.0000,0.0007,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0029,0.0029,-1.0000,-1.0000,0.0020,BCF,yes,sp2B211-95,nosample,nosample,0.0000,0.0015,0.0013
5279,211,20,8,2019,9.93,Boussole,B2110104,43.368,7.895,1,80,4,-9,-9,2.27,0.0108,0.0049,-1.0000,-1.0000,-1.0000,0.0008,0.0019,0.0116,0.0120,0.0004,-1.0000,-1.0000,0.0220,0.0018,-1.0000,-1.0000,0.0004,-1.0000,-1.0000,0.0030,0.0030,-1.0000,-1.0000,0.0539,0.0539,0.0011,0.0013,0.0533,BCF,yes,sp2B211-96,nosample,nosample,0.0033,0.0323,0.0183
5280,211,20,8,2019,9.97,Boussole,B2110105,43.368,7.895,1,70,5,-9,-9,2.27,0.0254,0.0127,-1.0000,-1.0000,-1.0000,0.0028,0.0037,0.0245,0.0293,0.0012,0.0008,0.0005,0.0423,0.0037,-1.0000,-1.0000,0.0007,-1.0000,-1.0000,0.0070,0.0070,-1.0000,-1.0000,0.1130,0.1130,0.0025,0.0021,0.1152,BCF,yes,sp2B211-97,nosample,nosample,0.0075,0.0611,0.0443
5281,211,20,8,2019,10.05,Boussole,B2110106,43.368,7.895,1,60,6,-9,-9,2.27,0.0476,0.0276,-1.0000,-1.0000,-1.0000,0.0116,0.0088,0.0403,0.0593,0.0038,0.0030,0.0015,0.0697,0.0078,0.0011,-1.0000,0.0026,0.0006,-1.0000,0.0238,0.0238,-1.0000,-1.0000,0.2302,0.2302,0.0066,0.0051,0.2294,BCF,yes,sp2B211-98,nosample,nosample,0.0263,0.1036,0.1003
5282,211,20,8,2019,10.07,Boussole,B2110107,43.368,7.895,1,50,7,-9,-9,2.27,0.0880,0.0675,-1.0000,-1.0000,-1.0000,0.0260,0.0244,0.0651,0.1146,0.0141,0.0164,0.0044,0.1581,0.0169,0.0069,-1.0000,0.0238,0.0025,0.0329,0.0937,0.1266,0.0006,0.0329,0.5407,0.5859,0.0284,0.0144,0.5742,BCF,yes,sp2B211-99,nosample,nosample,0.1514,0.2324,0.2022
5283,211,20,8,2019,10.08,Boussole,B2110108,43.368,7.895,1,39,8,-9,-9,2.27,0.0771,0.0856,-1.0000,-1.0000,-1.0000,0.0430,0.0289,0.0923,0.0464,0.0101,0.0100,0.0066,0.2624,0.0272,0.0068,-1.0000,0.0927,-1.0000,-1.0000,0.0800,0.0800,0.0036,-1.0000,0.6935,0.7501,0.0407,0.0180,0.6562,BCF,yes,sp2B211-100,nosample,nosample,0.1835,0.4225,0.1441
5284,211,20,8,2019,10.10,Boussole,B2110109,43.368,7.895,1,29,9,-9,-9,2.27,0.0600,0.0765,-1.0000,-1.0000,-1.0000,0.0408,0.0177,0.0768,0.0343,0.0080,0.0056,0.0053,0.2260,0.0267,0.0066,-1.0000,0.0715,-1.0000,-1.0000,0.0597,0.0597,0.0031,-1.0000,0.5858,0.6235,0.0304,0.0169,0.5455,BCF,yes,sp2B211-101,nosample,nosample,0.1391,0.3633,0.1211
5285,211,20,8,2019,10.12,Boussole,B2110110,43.368,7.895,1,19,10,-9,-9,2.27,0.0260,0.0472,-1.0000,-1.0000,-1.0000,0.0294,0.0054,0.0394,0.0172,0.0056,0.0012,0.0044,0.1140,0.0273,0.0046,0.0020,0.0395,0.0032,-1.0000,0.0381,0.0381,0.0020,-1.0000,0.3496,0.3656,0.0172,0.0102,0.2996,BCF,yes,sp2B211-102,nosample,nosample,0.0885,0.1968,0.0803
5286,211,20,8,2019,10.12,Boussole,B2110111,43.368,7.895,1,10,11,-9,-9,2.27,0.0093,0.0197,-1.0000,-1.0000,-1.0000,0.0125,-1.0000,0.0178,0.0091,0.0032,-1.0000,0.0027,0.0542,0.0227,0.0024,0.0033,0.0302,0.0026,-1.0000,0.0228,0.0228,0.0012,-1.0000,0.1987,0.1987,0.0107,0.0070,0.1559,BCF,yes,sp2B211-103,nosample,nosample,0.0623,0.0975,0.0388
5287,211,20,8,2019,10.13,Boussole,B2110112,43.368,7.895,1,5,12,-9,-9,2.27,0.0046,0.0108,-1.0000,-1.0000,-1.0000,0.0066,-1.0000,0.0102,0.0053,0.0019,-1.0000,0.0018,0.0317,0.0187,0.0014,0.0042,0.0336,-1.0000,-1.0000,0.0122,0.0122,0.0009,-1.0000,0.1310,0.1310,0.0086,0.0026,0.1027,BCF,yes,sp2B211-104,nosample,nosample,0.0525,0.0570,0.0215
5288,211,20,8,2019,12.47,Boussole,B2110201,43.368,7.895,2,401,1,-9,-9,2.27,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0006,0.0006,-1.0000,-1.0000,0.0000,BCF,yes,sp2B211-110,nosample,nosample,0.0000,0.0000,0.0000
5289,211,20,8,2019,12.53,Boussole,B2110202,43.368,7.895,2,201,2,-9,-9,2.27,0.0006,0.0002,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0015,0.0015,-1.0000,-1.0000,0.0000,BCF,yes,sp2B211-111,nosample,nosample,0.0000,0.0000,0.0000
5290,211,20,8,2019,12.55,Boussole,B2110203,43.368,7.895,2,150,3,-9,-9,2.27,0.0008,0.0003,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0006,0.0005,-1.0000,-1.0000,-1.0000,0.0007,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0027,0.0027,-1.0000,-1.0000,0.0018,BCF,yes,sp2B211-112,nosample,nosample,0.0000,0.0017,0.0010
5291,211,20,8,2019,12.60,Boussole,B2110205,43.368,7.895,2,70,5,-9,-9,2.27,0.0256,0.0121,-1.0000,-1.0000,-1.0000,0.0029,0.0029,0.0232,0.0280,0.0011,0.0006,0.0005,0.0408,0.0036,-1.0000,-1.0000,0.0007,-1.0000,-1.0000,0.0067,0.0067,-1.0000,-1.0000,0.1123,0.1123,0.0025,0.0019,0.1109,BCF,yes,sp2B211-113,nosample,nosample,0.0075,0.0607,0.0442
5292,211,20,8,2019,12.62,Boussole,B2110206,43.368,7.895,2,59,6,-9,-9,2.27,0.0587,0.0403,-1.0000,-1.0000,-1.0000,0.0208,0.0096,0.0487,0.0761,0.0065,0.0056,0.0025,0.0924,0.0110,0.0024,-1.0000,0.0050,0.0012,-1.0000,0.0411,0.0411,-1.0000,-1.0000,0.3250,0.3250,0.0106,0.0070,0.3183,BCF,yes,sp2B211-114,nosample,nosample,0.0468,0.1387,0.1394
5293,211,20,8,2019,12.63,Boussole,B2110207,43.368,7.895,2,50,7,-9,-9,2.27,0.0925,0.0720,-1.0000,-1.0000,-1.0000,0.0285,0.0256,0.0683,0.1213,0.0139,0.0157,0.0043,0.1557,0.0176,0.0067,0.0009,0.0221,0.0019,0.0373,0.0965,0.1338,-1.0000,0.0373,0.5610,0.5996,0.0292,0.0112,0.5910,BCF,yes,sp2B211-115,nosample,nosample,0.1564,0.2289,0.2142
5294,211,20,8,2019,12.65,Boussole,B2110208,43.368,7.895,2,40,8,-9,-9,2.27,0.0926,0.0841,-1.0000,-1.0000,-1.0000,0.0388,0.0243,0.0892,0.0705,0.0157,0.0168,0.0051,0.2391,0.0240,0.0079,0.0022,0.0649,0.0042,0.0321,0.1085,0.1406,0.0015,0.0321,0.7313,0.7869,0.0498,0.0262,0.6915,BCF,yes,sp2B211-116,nosample,nosample,0.2251,0.3864,0.1754
5295,211,20,8,2019,12.65,Boussole,B2110209,43.368,7.895,2,30,9,-9,-9,2.27,0.0750,0.0799,-1.0000,-1.0000,-1.0000,0.0445,0.0192,0.0806,0.0389,0.0097,0.0083,0.0052,0.2355,0.0296,0.0073,0.0027,0.0742,-1.0000,-1.0000,0.0795,0.0795,0.0029,-1.0000,0.6396,0.6782,0.0383,0.0193,0.5935,BCF,yes,sp2B211-117,nosample,nosample,0.1647,0.3790,0.1345
5296,211,20,8,2019,12.67,Boussole,B2110210,43.368,7.895,2,20,10,-9,-9,2.27,0.0193,0.0343,-1.0000,-1.0000,-1.0000,0.0234,0.0042,0.0291,0.0140,0.0049,0.0014,0.0038,0.0894,0.0239,0.0038,0.0028,0.0327,0.0027,-1.0000,0.0329,0.0329,0.0015,-1.0000,0.2822,0.2924,0.0148,0.0108,0.2401,BCF,yes,sp2B211-118,nosample,nosample,0.0747,0.1535,0.0642
5297,211,20,8,2019,12.68,Boussole,B2110211,43.368,7.895,2,11,11,-9,-9,2.27,0.0090,0.0167,-1.0000,-1.0000,-1.0000,0.0101,-1.0000,0.0153,0.0083,0.0026,-1.0000,0.0023,0.0483,0.0191,0.0021,0.0032,0.0333,-1.0000,-1.0000,0.0181,0.0181,0.0013,-1.0000,0.1674,0.1738,0.0105,0.0052,0.1408,BCF,yes,sp2B211-119,nosample,nosample,0.0579,0.0838,0.0320
5298,211,20,8,2019,12.70,Boussole,B2110212,43.368,7.895,2,6,12,-9,-9,2.27,0.0034,0.0082,-1.0000,-1.0000,-1.0000,0.0056,-1.0000,0.0077,0.0048,0.0014,-1.0000,0.0016,0.0251,0.0164,0.0012,0.0034,0.0322,-1.0000,-1.0000,0.0086,0.0086,0.0009,-1.0000,0.1073,0.1073,0.0079,0.0025,0.0863,BCF,yes,sp2B211-120,nosample,nosample,0.0453,0.0439,0.0182
5299,211,21,8,2019,8.58,Boussole,B2110301,43.368,7.895,3,405,1,-9,-9,2.27,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0007,0.0007,-1.0000,-1.0000,0.0000,BCF,yes,sp2B211-122,nosample,nosample,0.0000,0.0000,0.0000
5300,211,21,8,2019,8.65,Boussole,B2110302,43.368,7.895,3,200,2,-9,-9,2.27,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0016,0.0016,-1.0000,-1.0000,0.0000,BCF,yes,sp2B211-123,nosample,nosample,0.0000,0.0000,0.0000
5301,211,21,8,2019,8.68,Boussole,B2110303,43.368,7.895,3,149,3,-9,-9,2.27,-1.0000,0.0013,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0006,0.0005,-1.0000,-1.0000,-1.0000,0.0006,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000,0.0029,0.0029,-1.0000,-1.0000,0.0018,BCF,yes,sp2B211-124,nosample,nosample,0.0000,0.0017,0.0012
5302,211,21,8,2019,8.72,Boussole,B2110304,43.368,7.895,3,79,4,-9,-9,2.27,0.0148,0.0067,-1.0000,-1.0000,-1.0000,0.0013,0.0023,0.0145,0.0160,-1.0000,-1.0000,0.0004,0.0298,0.0023,0.0004,-1.0000,0.0004,-1.0000,-1.0000,0.0035,0.0035,-1.0000,-1.0000,0.0707,0.0707,0.0016,0.0011,0.0714,BCF,yes,sp2B211-126,nosample,nosample,0.0038,0.0427,0.0241
5303,211,21,8,2019,8.72,Boussole,B2110305,43.368,7.895,3,69,5,-9,-9,2.27,0.0361,0.0214,-1.0000,-1.0000,-1.0000,0.0110,0.0048,0.0327,0.0438,0.0026,0.0019,0.0009,0.0582,0.0065,0.0008,-1.0000,0.0014,0.0007,-1.0000,0.0173,0.0173,-1.0000,-1.0000,0.1859,0.1859,0.0053,0.0045,0.1817,BCF,yes,sp2B211-127,nosample,nosample,0.0191,0.0878,0.0790
5304,211,21,8,2019,8.75,Boussole,B2110306,43.368,7.895,3,60,6,-9,-9,2.27,0.0664,0.0472,-1.0000,-1.0000,-1.0000,0.0241,0.0100,0.0558,0.0861,0.0085,0.0087,0.0033,0.1133,0.0133,0.0032,-1.0000,0.0070,0.0017,0.0060,0.0465,0.0525,-1.0000,0.0060,0.3826,0.3958,0.0154,0.0074,0.3797,BCF,yes,sp2B211-128,nosample,nosample,0.0615,0.1723,0.1620
