serialnumber,CruiseNumber,day,month,year,time,Site,STATION,latitude,longitude,CTD,Depth,Bottle1,Bottle2,Bottle3,FilteredVolume,Chlorophyll_c3,Chlorophyll_c2,Chlorophyll_c1,Chlorophyll_c-like1,sum_Chld_a,Peridinin,sum_Phbd_a,19'-Butanoyloxyfucoxanthin,Fucoxanthin,Neoxanthin,Prasinoxanthin,Violaxanthin,19'-Hexanoyloxyfucoxanthin,Diadinoxanthin,Alloxanthin,Diatoxanthin,Zeaxanthin,Lutein,Divinyl_Chlorophyll_b,Chlorophyll_b,TChlb,Bacteriochlorophyll_a,Divinyl_Chlorophyll_a,Chla,Tchla,Sum_carotene_a_+_b,Phaeophytin_a,DP,Flags,ap_measurement,APsample1,APsample2,APsample3,picoChla,nanoChla,microChla
60,7,21,1,2002,10.58,boussole,B0102-12,43.368,7.901,1,5,-9,-9,-9,2.00,0.0280,0.0650,0.0000,-1.0000,0.0000,0.0130,0.0000,0.0400,0.0800,-1.0000,-1.0000,0.0130,0.1360,0.0430,0.0370,0.0100,0.0300,0.0000,-1.0000,-1.0000,0.0910,-1.0000,0.0200,0.6050,0.6250,0.0250,-1.0000,0.4578,A,no,nosample,nosample,nosample,0.1607,0.2852,0.1790
61,7,22,1,2002,10.77,boussole,B0102-31,43.371,7.900,3,5,-9,-9,-9,2.00,0.0180,0.0340,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0350,0.0470,-1.0000,-1.0000,0.0060,0.0830,0.0160,0.0100,0.0000,0.0130,0.0000,-1.0000,-1.0000,0.0550,-1.0000,0.0100,0.3280,0.3380,0.0120,-1.0000,0.2567,A,no,nosample,nosample,nosample,0.0879,0.1628,0.0873
62,7,22,1,2002,10.77,boussole,B0102-32,43.371,7.900,3,5,-9,-9,-9,2.00,0.0160,0.0340,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0340,0.0510,-1.0000,-1.0000,0.0060,0.0820,0.0160,0.0090,0.0000,0.0130,0.0000,-1.0000,-1.0000,0.0490,-1.0000,0.0070,0.2940,0.3010,0.0120,-1.0000,0.2540,A,no,nosample,nosample,nosample,0.0719,0.1439,0.0852
63,7,23,1,2002,10.28,boussole,B0102-41,43.369,7.899,4,5,-9,-9,-9,2.00,0.0240,0.0500,0.0000,-1.0000,0.0000,0.0130,0.0000,0.0360,0.0670,-1.0000,-1.0000,0.0000,0.1180,0.0260,0.0230,0.0000,0.0220,0.0000,-1.0000,-1.0000,0.0810,-1.0000,0.0180,0.4970,0.5160,0.0210,-1.0000,0.3898,A,no,nosample,nosample,nosample,0.1333,0.2333,0.1493
64,7,23,1,2002,10.28,boussole,B0102-42,43.369,7.899,4,5,-9,-9,-9,2.00,0.0230,0.0530,0.0000,-1.0000,0.0000,0.0110,0.0000,0.0390,0.0620,-1.0000,-1.0000,0.0000,0.1260,0.0270,0.0260,0.0000,0.0240,0.0000,-1.0000,-1.0000,0.0880,-1.0000,0.0210,0.5180,0.5390,0.0210,-1.0000,0.4017,A,no,nosample,nosample,nosample,0.1469,0.2539,0.1381
65,7,23,1,2002,12.58,boussole,B0102-51,43.370,7.906,5,5,-9,-9,-9,2.00,0.0350,0.0750,0.0000,-1.0000,0.0000,0.0170,0.0000,0.0470,0.0990,-1.0000,-1.0000,0.0000,0.1800,0.0390,0.0370,0.0070,0.0320,0.0000,-1.0000,-1.0000,0.1120,-1.0000,0.0230,0.6860,0.7090,0.0300,-1.0000,0.5715,A,no,nosample,nosample,nosample,0.1745,0.3316,0.2029
66,7,23,1,2002,12.58,boussole,B0102-52,43.370,7.906,5,5,-9,-9,-9,2.00,0.0320,0.0740,0.0000,-1.0000,0.0000,0.0150,0.0000,0.0470,0.0950,-1.0000,-1.0000,0.0000,0.1760,0.0360,0.0340,0.0070,0.0310,0.0000,-1.0000,-1.0000,0.1130,-1.0000,0.0260,0.6840,0.7100,0.0290,-1.0000,0.5563,A,no,nosample,nosample,nosample,0.1797,0.3323,0.1980
67,8,25,2,2002,10.02,boussole,B0202-03,43.381,7.885,1,130,-9,-9,-9,2.00,0.0150,0.0280,0.0000,-1.0000,0.0000,0.0340,0.0000,0.0200,0.0440,-1.0000,-1.0000,0.0040,0.0850,0.0150,0.0130,0.0000,0.0120,0.0000,-1.0000,-1.0000,0.0760,-1.0000,0.0000,0.3190,0.3190,0.0140,-1.0000,0.3198,A,no,nosample,nosample,nosample,0.0869,0.1224,0.1097
68,8,25,2,2002,10.02,boussole,B0202-04,43.381,7.885,1,110,-9,-9,-9,2.00,0.0490,0.0920,0.0000,-1.0000,0.0000,0.0660,0.2050,0.0560,0.0990,-1.0000,-1.0000,0.0180,0.2770,0.0400,0.0420,0.0000,0.0270,0.0000,-1.0000,-1.0000,0.2560,-1.0000,0.0000,0.8910,0.8910,0.0370,-1.0000,0.9110,A,no,nosample,nosample,nosample,0.2756,0.3879,0.2275
69,8,25,2,2002,10.02,boussole,B0202-06,43.381,7.885,1,70,-9,-9,-9,2.00,0.0470,0.0890,0.0000,-1.0000,0.0000,0.0580,0.3270,0.0550,0.0980,-1.0000,-1.0000,0.0210,0.2590,0.0390,0.0400,0.0000,0.0270,0.0000,-1.0000,-1.0000,0.2490,-1.0000,0.0000,0.8530,0.8530,0.0370,-1.0000,0.8669,A,no,nosample,nosample,nosample,0.2703,0.3662,0.2164
70,8,25,2,2002,10.02,boussole,B0202-07,43.381,7.885,1,50,-9,-9,-9,2.00,0.0480,0.0940,0.0000,-1.0000,0.0000,0.0630,0.3430,0.0590,0.1020,-1.0000,-1.0000,0.0240,0.2760,0.0410,0.0440,0.0000,0.0270,0.0000,-1.0000,-1.0000,0.2640,-1.0000,0.0000,0.8820,0.8820,0.0370,-1.0000,0.9201,A,no,nosample,nosample,nosample,0.2779,0.3811,0.2230
71,8,25,2,2002,10.02,boussole,B0202-08,43.381,7.885,1,40,-9,-9,-9,2.00,0.0390,0.0800,0.0000,-1.0000,0.0000,0.0510,0.0000,0.0490,0.0810,-1.0000,-1.0000,0.0220,0.2320,0.0360,0.0360,0.0000,0.0270,0.0000,-1.0000,-1.0000,0.2460,-1.0000,0.0000,0.7850,0.7850,0.0340,-1.0000,0.7912,A,no,nosample,nosample,nosample,0.2696,0.3308,0.1847
72,8,25,2,2002,10.02,boussole,B0202-09,43.381,7.885,1,30,-9,-9,-9,2.00,0.0380,0.0870,0.0000,-1.0000,0.0000,0.0580,0.0000,0.0480,0.0700,-1.0000,-1.0000,0.0250,0.2480,0.0420,0.0370,0.0000,0.0270,0.0000,-1.0000,-1.0000,0.2540,-1.0000,0.0000,0.8150,0.8150,0.0350,-1.0000,0.8142,A,no,nosample,nosample,nosample,0.2800,0.3543,0.1807
73,8,25,2,2002,10.02,boussole,B0202-10,43.381,7.885,1,20,-9,-9,-9,2.00,0.0560,0.1440,0.0000,-1.0000,0.0000,0.1290,0.1870,0.0670,0.1210,-1.0000,-1.0000,0.0460,0.3670,0.1100,0.0720,0.0150,0.0470,0.0000,-1.0000,-1.0000,0.3170,-1.0000,0.0000,1.3400,1.3400,0.0590,-1.0000,1.2458,A,no,nosample,nosample,nosample,0.3878,0.5730,0.3791
74,8,25,2,2002,10.02,boussole,B0202-12,43.381,7.885,1,5,-9,-9,-9,2.00,0.0480,0.1370,0.0000,-1.0000,0.0000,0.1340,0.1970,0.0610,0.1030,-1.0000,-1.0000,0.0450,0.3320,0.1460,0.0850,0.0220,0.0470,0.0000,-1.0000,-1.0000,0.2630,-1.0000,0.0000,1.2260,1.2260,0.0530,-1.0000,1.1342,A,no,nosample,nosample,nosample,0.3308,0.5340,0.3612
75,9,22,3,2002,14.30,boussole,B0302-Q2,43.362,7.902,-9,5,-9,-9,-9,2.00,0.0270,0.0720,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0180,0.0470,-1.0000,-1.0000,0.0000,0.1490,0.0190,0.0450,0.0180,0.1200,0.0000,-1.0000,-1.0000,0.0230,-1.0000,0.0000,0.6990,0.6990,0.0340,-1.0000,0.4152,A,no,nosample,nosample,nosample,0.2128,0.3746,0.1116
76,9,22,3,2002,14.67,boussole,B0302-Q3,43.371,7.909,-9,5,-9,-9,-9,2.00,0.0270,0.0860,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0170,0.0490,-1.0000,-1.0000,0.0000,0.1500,0.0160,0.0600,0.0180,0.1120,0.0000,-1.0000,-1.0000,0.0220,-1.0000,0.0000,0.7600,0.7600,0.0340,-1.0000,0.4201,A,no,nosample,nosample,nosample,0.2145,0.4205,0.1250
77,9,22,3,2002,10.17,boussole,B0302-12,43.367,7.902,1,10,-9,-9,-9,2.80,0.0250,0.0900,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0160,0.0510,-1.0000,-1.0000,0.0000,0.1450,0.0280,0.0780,0.0150,0.1050,0.0000,-1.0000,-1.0000,0.0260,-1.0000,0.0000,0.8750,0.8750,0.0350,-1.0000,0.4250,A,no,nosample,nosample,nosample,0.2400,0.4870,0.1480
78,9,22,3,2002,12.58,boussole,B0302-21,43.365,7.902,2,10,-9,-9,-9,2.80,0.0390,0.0990,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0270,0.0760,-1.0000,-1.0000,0.0000,0.2250,0.0480,0.0750,0.0300,0.1180,0.0000,-1.0000,-1.0000,0.0260,-1.0000,0.0000,0.8980,0.8980,0.0450,-1.0000,0.5751,A,no,nosample,nosample,nosample,0.1995,0.5312,0.1673
79,9,22,3,2002,12.58,boussole,B0302-22,43.365,7.902,2,5,-9,-9,-9,2.80,0.0300,0.0850,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0210,0.0590,-1.0000,-1.0000,0.0000,0.1710,0.0460,0.0720,0.0200,0.1040,0.0000,-1.0000,-1.0000,0.0220,-1.0000,0.0000,0.7870,0.7870,0.0370,-1.0000,0.4626,A,no,nosample,nosample,nosample,0.1900,0.4555,0.1415
80,9,24,3,2002,13.20,boussole,B0302-31,43.613,7.327,3,10,-9,-9,-9,2.00,0.0090,0.0200,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0100,0.0300,-1.0000,-1.0000,0.0000,0.0460,0.0120,0.0030,0.0090,0.0450,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.2010,0.2010,0.0110,-1.0000,0.1447,A,no,nosample,nosample,nosample,0.0538,0.0885,0.0588
81,9,24,3,2002,13.20,boussole,B0302-32,43.613,7.327,3,10,-9,-9,-9,2.00,0.0050,0.0160,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0070,0.0220,-1.0000,-1.0000,0.0000,0.0340,0.0100,0.0020,0.0050,0.0380,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.1630,0.1630,0.0090,-1.0000,0.1105,A,no,nosample,nosample,nosample,0.0482,0.0691,0.0457
82,9,24,3,2002,13.20,boussole,B0302-33,43.613,7.327,3,5,-9,-9,-9,2.00,0.0090,0.0210,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0100,0.0310,-1.0000,-1.0000,0.0000,0.0490,0.0140,0.0030,0.0110,0.0460,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.2070,0.2070,0.0110,-1.0000,0.1508,A,no,nosample,nosample,nosample,0.0543,0.0927,0.0600
83,9,24,3,2002,13.20,boussole,B0302-34,43.613,7.327,3,5,-9,-9,-9,2.00,0.0100,0.0230,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0120,0.0330,-1.0000,-1.0000,0.0000,0.0570,0.0170,0.0040,0.0120,0.0470,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.2190,0.2190,0.0120,-1.0000,0.1659,A,no,nosample,nosample,nosample,0.0533,0.1042,0.0614
84,11,21,5,2002,-9.00,boussole,B0502Q13,43.367,7.900,-9,5,-9,-9,-9,2.80,0.0080,0.0110,0.0000,-1.0000,0.0000,0.0040,0.0000,0.0080,0.0090,-1.0000,-1.0000,0.0000,0.0350,0.0100,0.0000,0.0030,0.0090,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.1080,0.1080,0.0030,-1.0000,0.0733,A,no,nosample,nosample,nosample,0.0114,0.0696,0.0270
85,11,21,5,2002,-9.00,boussole,B0502Q21,43.367,7.900,-9,5,-9,-9,-9,2.80,0.0000,0.0070,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0050,0.0040,-1.0000,-1.0000,0.0000,0.0230,0.0050,0.0000,0.0030,0.0060,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.0750,0.0750,0.0020,-1.0000,0.0418,A,no,nosample,nosample,nosample,0.0093,0.0556,0.0101
86,11,21,5,2002,-9.00,boussole,B0502Q22,43.367,7.900,-9,5,-9,-9,-9,2.80,0.0000,0.0070,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0050,0.0040,-1.0000,-1.0000,0.0000,0.0220,0.0050,0.0000,0.0030,0.0060,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.0780,0.0780,0.0020,-1.0000,0.0405,A,no,nosample,nosample,nosample,0.0099,0.0572,0.0109
87,11,21,5,2002,-9.00,boussole,B0502Q23,43.367,7.900,-9,5,-9,-9,-9,2.80,0.0000,0.0070,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0040,0.0040,-1.0000,-1.0000,0.0000,0.0210,0.0050,0.0000,0.0030,0.0060,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.0750,0.0750,0.0020,-1.0000,0.0389,A,no,nosample,nosample,nosample,0.0100,0.0542,0.0109
88,11,20,5,2002,9.60,boussole,B0502-11,43.371,7.896,1,10,-9,-9,-9,2.80,0.0100,0.0190,0.0000,-1.0000,0.0000,0.0060,0.0000,0.0120,0.0150,-1.0000,-1.0000,0.0000,0.0460,0.0110,0.0020,0.0060,0.0110,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.1630,0.1630,0.0050,-1.0000,0.1029,A,no,nosample,nosample,nosample,0.0150,0.1011,0.0469
89,11,20,5,2002,9.60,boussole,B0502-12,43.371,7.896,1,10,-9,-9,-9,2.80,0.0090,0.0190,0.0000,-1.0000,0.0000,0.0070,0.0000,0.0120,0.0150,-1.0000,-1.0000,0.0000,0.0450,0.0110,0.0020,0.0060,0.0120,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.1610,0.1610,0.0050,-1.0000,0.1039,A,no,nosample,nosample,nosample,0.0160,0.0969,0.0481
90,11,20,5,2002,9.60,boussole,B0502-13,43.371,7.896,1,10,-9,-9,-9,2.80,0.0090,0.0210,0.0000,-1.0000,0.0000,0.0070,0.0000,0.0120,0.0140,-1.0000,-1.0000,0.0000,0.0480,0.0130,0.0020,0.0060,0.0130,0.0000,-1.0000,-1.0000,0.0120,-1.0000,0.0000,0.1740,0.1740,0.0050,-1.0000,0.1193,A,no,nosample,nosample,nosample,0.0340,0.0968,0.0432
91,11,20,5,2002,9.60,boussole,B0502-14,43.371,7.896,1,5,-9,-9,-9,2.80,0.0080,0.0150,0.0000,-1.0000,0.0000,0.0060,0.0000,0.0090,0.0100,-1.0000,-1.0000,0.0000,0.0360,0.0080,0.0000,0.0040,0.0100,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.1400,0.1400,0.0040,-1.0000,0.0800,A,no,nosample,nosample,nosample,0.0150,0.0855,0.0395
92,11,20,5,2002,9.60,boussole,B0502-15,43.371,7.896,1,5,-9,-9,-9,2.80,0.0070,0.0150,0.0000,-1.0000,0.0000,0.0050,0.0000,0.0090,0.0110,-1.0000,-1.0000,0.0000,0.0360,0.0090,0.0000,0.0050,0.0100,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.1350,0.1350,0.0040,-1.0000,0.0800,A,no,nosample,nosample,nosample,0.0145,0.0824,0.0381
93,11,20,5,2002,9.60,boussole,B0502-16,43.371,7.896,1,5,-9,-9,-9,2.80,0.0070,0.0150,0.0000,-1.0000,0.0000,0.0050,0.0000,0.0100,0.0120,-1.0000,-1.0000,0.0000,0.0410,0.0110,0.0000,0.0060,0.0110,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.1450,0.1450,0.0040,-1.0000,0.0890,A,no,nosample,nosample,nosample,0.0154,0.0905,0.0391
94,11,20,5,2002,14.38,boussole,B0502-21,43.374,7.903,2,10,-9,-9,-9,2.80,0.0090,0.0190,0.0000,-1.0000,0.0000,0.0060,0.0000,0.0130,0.0150,-1.0000,-1.0000,0.0000,0.0470,0.0140,0.0000,0.0060,0.0120,0.0000,-1.0000,-1.0000,0.0070,-1.0000,0.0000,0.1490,0.1490,0.0050,-1.0000,0.1112,A,no,nosample,nosample,nosample,0.0233,0.0860,0.0397
95,11,20,5,2002,14.38,boussole,B0502-22,43.374,7.903,2,10,-9,-9,-9,2.80,0.0070,0.0160,0.0000,-1.0000,0.0000,0.0060,0.0000,0.0090,0.0110,-1.0000,-1.0000,0.0000,0.0360,0.0090,0.0000,0.0050,0.0110,0.0000,-1.0000,-1.0000,0.0060,-1.0000,0.0000,0.1420,0.1420,0.0040,-1.0000,0.0884,A,no,nosample,nosample,nosample,0.0249,0.0785,0.0385
96,11,20,5,2002,14.38,boussole,B0502-23,43.374,7.903,2,10,-9,-9,-9,2.80,0.0070,0.0170,0.0000,-1.0000,0.0000,0.0060,0.0000,0.0110,0.0130,-1.0000,-1.0000,0.0000,0.0420,0.0120,0.0000,0.0060,0.0110,0.0000,-1.0000,-1.0000,0.0060,-1.0000,0.0000,0.1420,0.1420,0.0040,-1.0000,0.0995,A,no,nosample,nosample,nosample,0.0221,0.0816,0.0382
97,11,20,5,2002,14.38,boussole,B0502-24,43.374,7.903,2,5,-9,-9,-9,2.80,0.0010,0.0110,0.0000,-1.0000,0.0000,0.0040,0.0000,0.0070,0.0070,-1.0000,-1.0000,0.0000,0.0300,0.0070,0.0000,0.0040,0.0090,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.0970,0.0970,0.0030,-1.0000,0.0638,A,no,nosample,nosample,nosample,0.0118,0.0617,0.0236
98,11,20,5,2002,14.38,boussole,B0502-25,43.374,7.903,2,5,-9,-9,-9,2.80,0.0060,0.0090,0.0000,-1.0000,0.0000,0.0040,0.0000,0.0060,0.0050,-1.0000,-1.0000,0.0000,0.0300,0.0070,0.0000,0.0040,0.0080,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.0880,0.0880,0.0030,-1.0000,0.0598,A,no,nosample,nosample,nosample,0.0101,0.0592,0.0187
99,11,20,5,2002,14.38,boussole,B0502-26,43.374,7.903,2,5,-9,-9,-9,2.80,0.0050,0.0080,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0050,0.0040,-1.0000,-1.0000,0.0000,0.0250,0.0060,0.0000,0.0030,0.0080,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.0770,0.0770,0.0020,-1.0000,0.0460,A,no,nosample,nosample,nosample,0.0115,0.0561,0.0094
100,11,21,5,2002,8.38,boussole,B0502a31,43.365,7.894,3,10,-9,-9,-9,2.80,0.0060,0.0120,0.0000,-1.0000,0.0000,0.0050,0.0000,0.0070,0.0090,-1.0000,-1.0000,0.0000,0.0320,0.0090,0.0000,0.0040,0.0100,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.1160,0.1160,0.0040,-1.0000,0.0714,A,no,nosample,nosample,nosample,0.0140,0.0700,0.0321
101,11,21,5,2002,8.38,boussole,B0502a32,43.365,7.894,3,10,-9,-9,-9,2.80,0.0410,0.0090,0.0000,-1.0000,0.0000,0.0040,0.0000,0.0050,0.0050,-1.0000,-1.0000,0.0000,0.0210,0.0060,0.0000,0.0000,0.0070,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.0950,0.0950,0.0030,-1.0000,0.0471,A,no,nosample,nosample,nosample,0.0121,0.0573,0.0256
102,11,21,5,2002,8.38,boussole,B0502a33,43.365,7.894,3,10,-9,-9,-9,2.80,0.0060,0.0130,0.0000,-1.0000,0.0000,0.0050,0.0000,0.0080,0.0090,-1.0000,-1.0000,0.0000,0.0310,0.0090,0.0000,0.0030,0.0100,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.1180,0.1180,0.0040,-1.0000,0.0705,A,no,nosample,nosample,nosample,0.0144,0.0706,0.0330
103,11,21,5,2002,8.38,boussole,B0502b31,43.365,7.894,3,10,-9,-9,-9,2.80,0.0270,0.0380,0.0000,-1.0000,0.0000,0.0080,0.0000,0.0210,0.0210,-1.0000,-1.0000,0.0000,0.1100,0.0140,0.0000,0.0050,0.0180,0.0000,-1.0000,-1.0000,0.0300,-1.0000,0.0000,0.3150,0.3150,0.0090,-1.0000,0.2337,A,no,nosample,nosample,nosample,0.0617,0.1982,0.0551
104,11,21,5,2002,8.38,boussole,B0502b32,43.365,7.894,3,10,-9,-9,-9,2.80,0.0150,0.0240,0.0000,-1.0000,0.0000,0.0070,0.0000,0.0140,0.0140,-1.0000,-1.0000,0.0000,0.0660,0.0120,0.0000,0.0040,0.0160,0.0000,-1.0000,-1.0000,0.0170,-1.0000,0.0000,0.2000,0.2000,0.0060,-1.0000,0.1493,A,no,nosample,nosample,nosample,0.0414,0.1189,0.0397
105,11,21,5,2002,8.38,boussole,B0502b33,43.365,7.894,3,10,-9,-9,-9,2.80,0.0080,0.0160,0.0000,-1.0000,0.0000,0.0050,0.0000,0.0090,0.0090,-1.0000,-1.0000,0.0000,0.0420,0.0080,0.0000,0.0000,0.0130,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.1430,0.1430,0.0040,-1.0000,0.0874,A,no,nosample,nosample,nosample,0.0183,0.0924,0.0323
106,11,21,5,2002,8.38,boussole,B0502a34,43.365,7.894,3,5,-9,-9,-9,2.80,0.0050,0.0100,0.0000,-1.0000,0.0000,0.0040,0.0000,0.0070,0.0080,-1.0000,-1.0000,0.0000,0.0270,0.0070,0.0000,0.0000,0.0080,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.0900,0.0900,0.0030,-1.0000,0.0605,A,no,nosample,nosample,nosample,0.0102,0.0546,0.0252
107,11,21,5,2002,8.38,boussole,B0502a35,43.365,7.894,3,5,-9,-9,-9,2.80,0.0030,0.0090,0.0000,-1.0000,0.0000,0.0040,0.0000,0.0050,0.0050,-1.0000,-1.0000,0.0000,0.0230,0.0060,0.0000,0.0000,0.0080,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.0940,0.0940,0.0030,-1.0000,0.0505,A,no,nosample,nosample,nosample,0.0128,0.0576,0.0236
108,11,21,5,2002,8.38,boussole,B0502a36,43.365,7.894,3,5,-9,-9,-9,2.80,0.0030,0.0070,0.0000,-1.0000,0.0000,0.0030,0.0000,0.0050,0.0040,-1.0000,-1.0000,0.0000,0.0200,0.0050,0.0000,0.0000,0.0070,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.0850,0.0850,0.0020,-1.0000,0.0430,A,no,nosample,nosample,nosample,0.0119,0.0536,0.0195
109,11,21,5,2002,8.38,boussole,B0502b34,43.365,7.894,3,5,-9,-9,-9,2.80,0.0050,0.0100,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0060,0.0070,-1.0000,-1.0000,0.0000,0.0250,0.0060,0.0000,0.0000,0.0070,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.0950,0.0950,0.0020,-1.0000,0.0497,A,no,nosample,nosample,nosample,0.0115,0.0647,0.0189
110,11,21,5,2002,8.38,boussole,B0502b35,43.365,7.894,3,5,-9,-9,-9,2.80,0.0050,0.0090,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0060,0.0060,-1.0000,-1.0000,0.0000,0.0240,0.0060,0.0000,0.0000,0.0070,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.0990,0.0990,0.0020,-1.0000,0.0471,A,no,nosample,nosample,nosample,0.0127,0.0685,0.0178
111,11,21,5,2002,8.38,boussole,B0502b36,43.365,7.894,3,5,-9,-9,-9,2.80,0.0000,0.0100,0.0000,-1.0000,0.0000,0.0000,0.0000,0.0060,0.0070,-1.0000,-1.0000,0.0000,0.0260,0.0070,0.0000,0.0000,0.0080,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.0990,0.0990,0.0030,-1.0000,0.0519,A,no,nosample,nosample,nosample,0.0131,0.0670,0.0188
112,12,27,6,2002,16.43,boussole,B0602Q11,43.367,7.904,-9,5,-9,-9,-9,2.80,0.0000,0.0070,0.0000,-1.0000,0.0000,0.0040,0.0000,0.0040,0.0090,-1.0000,-1.0000,0.0000,0.0210,0.0070,0.0000,0.0040,0.0130,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.0800,0.0800,0.0040,-1.0000,0.0576,A,no,nosample,nosample,nosample,0.0155,0.0390,0.0255
113,12,27,6,2002,16.43,boussole,B0602Q12,43.367,7.904,-9,5,-9,-9,-9,2.80,0.0000,0.0060,0.0000,-1.0000,0.0000,0.0040,0.0000,0.0040,0.0030,-1.0000,-1.0000,0.0000,0.0200,0.0080,0.0000,0.0040,0.0130,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.0800,0.0800,0.0040,-1.0000,0.0479,A,no,nosample,nosample,nosample,0.0187,0.0448,0.0165
114,12,27,6,2002,16.43,boussole,B0602Q13,43.367,7.904,-9,5,-9,-9,-9,2.80,0.0000,0.0060,0.0000,-1.0000,0.0000,0.0040,0.0000,0.0040,0.0000,-1.0000,-1.0000,0.0000,0.0210,0.0080,0.0000,0.0040,0.0130,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.0820,0.0820,0.0040,-1.0000,0.0449,A,no,nosample,nosample,nosample,0.0204,0.0513,0.0103
115,12,27,6,2002,16.43,boussole,B0602Q21,43.367,7.904,-9,5,-9,-9,-9,2.80,0.0000,0.0070,0.0000,-1.0000,0.0000,0.0060,0.0000,0.0040,0.0000,-1.0000,-1.0000,0.0000,0.0200,0.0060,0.0000,0.0040,0.0130,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.0840,0.0840,0.0040,-1.0000,0.0464,A,no,nosample,nosample,nosample,0.0202,0.0485,0.0153
116,12,27,6,2002,16.43,boussole,B0602Q23,43.367,7.904,-9,5,-9,-9,-9,2.80,0.0000,0.0060,0.0000,-1.0000,0.0000,0.0060,0.0000,0.0030,0.0020,-1.0000,-1.0000,0.0000,0.0170,0.0060,0.0000,0.0030,0.0130,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.0800,0.0800,0.0030,-1.0000,0.0451,A,no,nosample,nosample,nosample,0.0198,0.0402,0.0200
117,12,27,6,2002,16.43,boussole,B0602Q31,43.367,7.904,-9,5,-9,-9,-9,2.80,0.0000,0.0060,0.0000,-1.0000,0.0000,0.0040,0.0000,0.0040,0.0030,-1.0000,-1.0000,0.0000,0.0180,0.0060,0.0000,0.0050,0.0120,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.0730,0.0730,0.0030,-1.0000,0.0445,A,no,nosample,nosample,nosample,0.0169,0.0398,0.0162
118,12,27,6,2002,16.43,boussole,B0602Q32,43.367,7.904,-9,5,-9,-9,-9,2.80,0.0000,0.0060,0.0000,-1.0000,0.0000,0.0030,0.0000,0.0040,0.0020,-1.0000,-1.0000,0.0000,0.0190,0.0070,0.0000,0.0050,0.0120,0.0000,-1.0000,-1.0000,0.0000,-1.0000,0.0000,0.0760,0.0760,0.0030,-1.0000,0.0429,A,no,nosample,nosample,nosample,0.0183,0.0452,0.0125
